Day,Tank ID,Symbiotic status,Coral ID,Behavior
5,cold_3,Apo,Q10,5
5,cold_3,Apo,N8,5
5,cold_3,Apo,E10,4
5,cold_3,Apo,O2,5
5,cold_3,Apo,A8,3
5,cold_3,Apo,H11,3
5,control_1,Sym,B1,5
5,control_1,Sym,C2,5
5,control_1,Sym,M1,5
5,control_1,Sym,J1,5
5,control_1,Sym,R1,5
5,control_1,Sym,L2,5
5,control_1,Sym,H4,5
5,control_1,Sym,I1,5
5,control_1,Sym,F1,5
5,control_1,Sym,D1,5
5,control_1,Apo,K1,5
5,control_1,Apo,A1,5
5,control_1,Apo,N1,5
5,control_1,Apo,E2,5
5,control_1,Apo,H1,5
5,control_1,Apo,P1,5
5,control_2,Sym,L6,5
5,control_2,Sym,B4,5
5,control_2,Sym,J7,5
5,control_2,Sym,M4,5
5,control_2,Sym,D4,5
5,control_2,Sym,R4,5
5,control_2,Sym,I4,5
5,control_2,Sym,H12,5
5,control_2,Sym,F4,5
5,control_2,Sym,C6,5
5,control_2,Apo,Q1,5
5,control_2,Apo,K4,4
5,control_2,Apo,A4,5
5,control_2,Apo,H5,5
5,control_2,Apo,E7,5
5,control_2,Apo,N4,5
5,control_3,Sym,C9,5
5,control_3,Sym,H20,4
5,control_3,Sym,J13,5
5,control_3,Sym,F7,5
5,control_3,Sym,I7,4
5,control_3,Sym,B7,5
5,control_3,Sym,D7,5
5,control_3,Sym,M7,5
5,control_3,Sym,R7,5
5,control_3,Apo,A7,5
5,control_3,Apo,O1,5
5,control_3,Apo,N7,5
5,control_3,Apo,E11,5
5,control_3,Apo,K7,5
5,control_3,Apo,H10,5
5,heat_1,Sym,C5,5
5,heat_1,Sym,B3,5
5,heat_1,Sym,M3,5
5,heat_1,Sym,J6,5
5,heat_1,Sym,F3,5
5,heat_1,Sym,I3,5
5,heat_1,Sym,R3,5
5,heat_1,Sym,H9,5
5,heat_1,Sym,L4,5
5,heat_1,Sym,D3,5
5,heat_1,Apo,K3,5
5,heat_1,Apo,P3,5
5,heat_1,Apo,A3,5
5,heat_1,Apo,E5,5
5,heat_1,Apo,H3,5
5,heat_1,Apo,N3,5
5,heat_2,Sym,I6,5
5,heat_2,Sym,D6,5
5,heat_2,Sym,B6,5
5,heat_2,Sym,L8,5
5,heat_2,Sym,M6,5
5,heat_2,Sym,C8,5
5,heat_2,Sym,J11,5
5,heat_2,Sym,H19,5
5,heat_2,Sym,R11,5
5,heat_2,Sym,F6,5
5,heat_2,Apo,A6,5
5,heat_2,Apo,H7,5
5,heat_2,Apo,E1,5
5,heat_2,Apo,N6,5
5,heat_2,Apo,Q7,5
5,heat_2,Apo,K6,5
5,heat_3,Sym,J15,5
5,heat_3,Sym,L19,5
5,heat_3,Sym,B9,5
5,heat_3,Sym,D9,5
5,heat_3,Sym,F9,5
5,heat_3,Sym,R9,5
5,heat_3,Sym,I9,5
5,heat_3,Sym,H18,5
5,heat_3,Sym,C11,5
5,heat_3,Apo,O5,5
5,heat_3,Apo,Q11,5
5,heat_3,Apo,E3,5
5,heat_3,Apo,H15,5
5,heat_3,Apo,N9,5
5,heat_3,Apo,A9,5
6,cold_1,Sym,B2,5
6,cold_1,Sym,R2,5
6,cold_1,Sym,I2,5
6,cold_1,Sym,H8,4
6,cold_1,Sym,J3,5
6,cold_1,Sym,M2,3
6,cold_1,Sym,F2,4
6,cold_1,Sym,L3,5
6,cold_1,Sym,C4,3
6,cold_1,Sym,D2,5
6,cold_1,Apo,A2,5
6,cold_1,Apo,H2,5
6,cold_1,Apo,P2,5
6,cold_1,Apo,N2,5
6,cold_1,Apo,E4,4
6,cold_1,Apo,K2,4
6,cold_2,Sym,H13,5
6,cold_2,Sym,D5,4
6,cold_2,Sym,L7,4
6,cold_2,Sym,J8,5
6,cold_2,Sym,I5,5
6,cold_2,Sym,F5,4
6,cold_2,Sym,M5,5
6,cold_2,Sym,R5,5
6,cold_2,Sym,B5,5
6,cold_2,Sym,C7,4
6,cold_2,Apo,A5,5
6,cold_2,Apo,E9,5
6,cold_2,Apo,N5,5
6,cold_2,Apo,H6,5
6,cold_2,Apo,Q4,5
6,cold_2,Apo,K5,5
6,cold_3,Sym,L11,5
6,cold_3,Sym,I8,5
6,cold_3,Sym,B8,5
6,cold_3,Sym,D11,5
6,cold_3,Sym,R8,5
6,cold_3,Sym,F8,5
6,cold_3,Sym,J14,5
6,cold_3,Sym,C10,5
6,cold_3,Sym,H21,5
6,cold_3,Apo,Q10,4
6,cold_3,Apo,N8,5
6,cold_3,Apo,E10,5
6,cold_3,Apo,O2,5
6,cold_3,Apo,A8,3
6,cold_3,Apo,H11,5
6,control_1,Sym,B1,5
6,control_1,Sym,C2,5
6,control_1,Sym,M1,5
6,control_1,Sym,J1,5
6,control_1,Sym,R1,5
6,control_1,Sym,L2,5
6,control_1,Sym,H4,5
6,control_1,Sym,I1,5
6,control_1,Sym,F1,5
6,control_1,Sym,D1,5
6,control_1,Apo,K1,5
6,control_1,Apo,A1,5
6,control_1,Apo,N1,5
6,control_1,Apo,E2,5
6,control_1,Apo,H1,5
6,control_1,Apo,P1,5
6,control_2,Sym,L6,5
6,control_2,Sym,B4,5
6,control_2,Sym,J7,5
6,control_2,Sym,M4,5
6,control_2,Sym,D4,5
6,control_2,Sym,R4,5
6,control_2,Sym,I4,5
6,control_2,Sym,H12,5
6,control_2,Sym,F4,5
6,control_2,Sym,C6,5
6,control_2,Apo,Q1,5
6,control_2,Apo,K4,4
6,control_2,Apo,A4,5
6,control_2,Apo,H5,5
6,control_2,Apo,E7,5
6,control_2,Apo,N4,5
6,control_3,Sym,C9,4
6,control_3,Sym,H20,5
6,control_3,Sym,J13,5
6,control_3,Sym,F7,5
6,control_3,Sym,I7,5
6,control_3,Sym,B7,5
6,control_3,Sym,D7,5
6,control_3,Sym,M7,5
6,control_3,Sym,R7,4
6,control_3,Apo,A7,5
6,control_3,Apo,O1,5
6,control_3,Apo,N7,5
6,control_3,Apo,E11,5
6,control_3,Apo,K7,5
6,control_3,Apo,H10,5
6,heat_1,Sym,C5,5
6,heat_1,Sym,B3,5
6,heat_1,Sym,M3,5
6,heat_1,Sym,J6,5
6,heat_1,Sym,F3,3
6,heat_1,Sym,I3,5
6,heat_1,Sym,R3,5
6,heat_1,Sym,H9,5
6,heat_1,Sym,L4,5
6,heat_1,Sym,D3,5
6,heat_1,Apo,K3,5
6,heat_1,Apo,P3,5
6,heat_1,Apo,A3,5
6,heat_1,Apo,E5,5
6,heat_1,Apo,H3,5
6,heat_1,Apo,N3,5
6,heat_2,Sym,I6,5
6,heat_2,Sym,D6,5
6,heat_2,Sym,B6,5
6,heat_2,Sym,L8,5
6,heat_2,Sym,M6,5
6,heat_2,Sym,C8,3
6,heat_2,Sym,J11,5
6,heat_2,Sym,H19,5
6,heat_2,Sym,R11,5
6,heat_2,Sym,F6,5
6,heat_2,Apo,A6,5
6,heat_2,Apo,H7,5
6,heat_2,Apo,E1,5
6,heat_2,Apo,N6,5
6,heat_2,Apo,Q7,5
6,heat_2,Apo,K6,5
6,heat_3,Sym,J15,5
6,heat_3,Sym,L19,5
6,heat_3,Sym,B9,5
6,heat_3,Sym,D9,5
6,heat_3,Sym,F9,5
6,heat_3,Sym,R9,5
6,heat_3,Sym,I9,5
6,heat_3,Sym,H18,5
6,heat_3,Sym,C11,4
6,heat_3,Apo,O5,5
6,heat_3,Apo,Q11,5
6,heat_3,Apo,E3,5
6,heat_3,Apo,H15,5
6,heat_3,Apo,N9,5
6,heat_3,Apo,A9,5
7,cold_1,Sym,B2,3
7,cold_1,Sym,R2,4
7,cold_1,Sym,I2,4
7,cold_1,Sym,H8,2
7,cold_1,Sym,J3,3
7,cold_1,Sym,M2,3
7,cold_1,Sym,F2,2
7,cold_1,Sym,L3,4
7,cold_1,Sym,C4,2
7,cold_1,Sym,D2,2
7,cold_1,Apo,A2,3
7,cold_1,Apo,H2,4
7,cold_1,Apo,P2,4
7,cold_1,Apo,N2,3
7,cold_1,Apo,E4,2
7,cold_1,Apo,K2,3
7,cold_2,Sym,H13,3
7,cold_2,Sym,D5,3
7,cold_2,Sym,L7,2
7,cold_2,Sym,J8,3
7,cold_2,Sym,I5,3
7,cold_2,Sym,F5,2
7,cold_2,Sym,M5,3
7,cold_2,Sym,R5,4
7,cold_2,Sym,B5,4
7,cold_2,Sym,C7,2
7,cold_2,Apo,A5,2
7,cold_2,Apo,E9,2
7,cold_2,Apo,N5,3
7,cold_2,Apo,H6,3
7,cold_2,Apo,Q4,3
7,cold_2,Apo,K5,2
7,cold_3,Sym,L11,3
7,cold_3,Sym,I8,4
7,cold_3,Sym,B8,3
7,cold_3,Sym,D11,2
7,cold_3,Sym,R8,2
7,cold_3,Sym,F8,1
7,cold_3,Sym,J14,2
7,cold_3,Sym,C10,2
7,cold_3,Sym,H21,3
7,cold_3,Apo,Q10,2
7,cold_3,Apo,N8,3
7,cold_3,Apo,E10,2
7,cold_3,Apo,O2,4
7,cold_3,Apo,A8,2
7,cold_3,Apo,H11,2
7,control_1,Sym,B1,5
7,control_1,Sym,C2,5
7,control_1,Sym,M1,5
7,control_1,Sym,J1,5
7,control_1,Sym,R1,5
7,control_1,Sym,L2,5
7,control_1,Sym,H4,5
7,control_1,Sym,I1,5
7,control_1,Sym,F1,5
7,control_1,Sym,D1,5
7,control_1,Apo,K1,4
7,control_1,Apo,A1,5
7,control_1,Apo,N1,5
7,control_1,Apo,E2,5
7,control_1,Apo,H1,5
7,control_1,Apo,P1,5
7,control_2,Sym,L6,5
7,control_2,Sym,B4,5
7,control_2,Sym,J7,5
7,control_2,Sym,M4,5
7,control_2,Sym,D4,5
7,control_2,Sym,R4,5
7,control_2,Sym,I4,5
7,control_2,Sym,H12,4
7,control_2,Sym,F4,5
7,control_2,Sym,C6,5
7,control_2,Apo,Q1,4
7,control_2,Apo,K4,5
7,control_2,Apo,A4,5
7,control_2,Apo,H5,5
7,control_2,Apo,E7,5
7,control_2,Apo,N4,5
7,control_3,Sym,C9,4
7,control_3,Sym,H20,4
7,control_3,Sym,J13,5
7,control_3,Sym,F7,5
7,control_3,Sym,I7,5
7,control_3,Sym,B7,5
7,control_3,Sym,D7,5
7,control_3,Sym,M7,5
7,control_3,Sym,R7,5
7,control_3,Apo,A7,4
7,control_3,Apo,O1,5
7,control_3,Apo,N7,5
7,control_3,Apo,E11,5
7,control_3,Apo,K7,5
7,control_3,Apo,H10,5
7,heat_1,Sym,C5,5
7,heat_1,Sym,B3,5
7,heat_1,Sym,M3,5
7,heat_1,Sym,J6,5
7,heat_1,Sym,F3,5
7,heat_1,Sym,I3,5
7,heat_1,Sym,R3,5
7,heat_1,Sym,H9,5
7,heat_1,Sym,L4,5
7,heat_1,Sym,D3,5
7,heat_1,Apo,K3,5
7,heat_1,Apo,P3,5
7,heat_1,Apo,A3,5
7,heat_1,Apo,E5,5
7,heat_1,Apo,H3,5
7,heat_1,Apo,N3,5
7,heat_2,Sym,I6,5
7,heat_2,Sym,D6,5
7,heat_2,Sym,B6,5
7,heat_2,Sym,L8,5
7,heat_2,Sym,M6,5
7,heat_2,Sym,C8,4
7,heat_2,Sym,J11,5
7,heat_2,Sym,H19,5
7,heat_2,Sym,R11,5
7,heat_2,Sym,F6,5
7,heat_2,Apo,A6,5
7,heat_2,Apo,H7,5
7,heat_2,Apo,E1,5
7,heat_2,Apo,N6,5
7,heat_2,Apo,Q7,5
7,heat_2,Apo,K6,5
7,heat_3,Sym,J15,5
7,heat_3,Sym,L19,5
7,heat_3,Sym,B9,5
7,heat_3,Sym,D9,5
7,heat_3,Sym,F9,5
7,heat_3,Sym,R9,5
7,heat_3,Sym,I9,5
7,heat_3,Sym,H18,5
7,heat_3,Sym,C11,4
7,heat_3,Apo,O5,5
7,heat_3,Apo,Q11,5
7,heat_3,Apo,E3,5
7,heat_3,Apo,H15,5
7,heat_3,Apo,N9,5
7,heat_3,Apo,A9,5
8,cold_1,Sym,H8,3
8,cold_1,Sym,J3,4
8,cold_1,Sym,M2,4
8,cold_1,Sym,F2,4
8,cold_1,Sym,L3,4
8,cold_1,Sym,C4,3
8,cold_1,Sym,D2,4
8,cold_1,Sym,B2,4
8,cold_1,Sym,R2,4
8,cold_1,Sym,I2,4
8,cold_1,Apo,K2,3
8,cold_1,Apo,A2,4
8,cold_1,Apo,H2,4
8,cold_1,Apo,P2,4
8,cold_1,Apo,N2,2
8,cold_1,Apo,E4,3
8,cold_2,Sym,J8,4
8,cold_2,Sym,I5,4
8,cold_2,Sym,F5,3
8,cold_2,Sym,M5,4
8,cold_2,Sym,R5,5
8,cold_2,Sym,B5,5
8,cold_2,Sym,C7,2
8,cold_2,Sym,H13,3
8,cold_2,Sym,D5,3
8,cold_2,Sym,L7,3
8,cold_2,Apo,K5,3
8,cold_2,Apo,A5,4
8,cold_2,Apo,E9,3
8,cold_2,Apo,N5,4
8,cold_2,Apo,H6,3
8,cold_2,Apo,Q4,3
8,cold_3,Sym,B8,4
8,cold_3,Sym,D11,3
8,cold_3,Sym,R8,4
8,cold_3,Sym,F8,3
8,cold_3,Sym,J14,4
8,cold_3,Sym,C10,3
8,cold_3,Sym,L11,4
8,cold_3,Sym,H21,4
8,cold_3,Sym,I8,4
8,cold_3,Apo,H11,2
8,cold_3,Apo,Q10,3
8,cold_3,Apo,N8,4
8,cold_3,Apo,E10,3
8,cold_3,Apo,O2,3
8,cold_3,Apo,A8,2
8,control_1,Sym,J1,5
8,control_1,Sym,R1,5
8,control_1,Sym,L2,5
8,control_1,Sym,H4,5
8,control_1,Sym,I1,5
8,control_1,Sym,F1,5
8,control_1,Sym,D1,5
8,control_1,Sym,B1,5
8,control_1,Sym,L2,5
8,control_1,Sym,M1,5
8,control_1,Apo,P1,5
8,control_1,Apo,K1,5
8,control_1,Apo,A1,5
8,control_1,Apo,N1,5
8,control_1,Apo,E2,5
8,control_1,Apo,H1,5
8,control_2,Sym,M4,5
8,control_2,Sym,D4,5
8,control_2,Sym,R4,5
8,control_2,Sym,I4,5
8,control_2,Sym,H12,4
8,control_2,Sym,F4,5
8,control_2,Sym,C6,5
8,control_2,Sym,L6,5
8,control_2,Sym,B4,5
8,control_2,Sym,J7,5
8,control_2,Apo,N4,5
8,control_2,Apo,Q1,5
8,control_2,Apo,K4,5
8,control_2,Apo,A4,5
8,control_2,Apo,H5,5
8,control_2,Apo,E7,5
8,control_3,Sym,J13,5
8,control_3,Sym,F7,5
8,control_3,Sym,I7,4
8,control_3,Sym,B7,5
8,control_3,Sym,D7,5
8,control_3,Sym,M7,5
8,control_3,Sym,R7,5
8,control_3,Sym,C9,4
8,control_3,Sym,H20,5
8,control_3,Apo,H10,4
8,control_3,Apo,A7,5
8,control_3,Apo,O1,5
8,control_3,Apo,N7,5
8,control_3,Apo,E11,5
8,control_3,Apo,K7,5
8,heat_1,Sym,J6,5
8,heat_1,Sym,F3,5
8,heat_1,Sym,I3,5
8,heat_1,Sym,R3,5
8,heat_1,Sym,H9,5
8,heat_1,Sym,L4,5
8,heat_1,Sym,D3,5
8,heat_1,Sym,C5,5
8,heat_1,Sym,B3,4
8,heat_1,Sym,M3,5
8,heat_1,Apo,N3,5
8,heat_1,Apo,K3,5
8,heat_1,Apo,P3,5
8,heat_1,Apo,A3,5
8,heat_1,Apo,E5,5
8,heat_1,Apo,H3,5
8,heat_2,Sym,L8,5
8,heat_2,Sym,M6,5
8,heat_2,Sym,C8,5
8,heat_2,Sym,J11,5
8,heat_2,Sym,H19,5
8,heat_2,Sym,R11,5
8,heat_2,Sym,F6,5
8,heat_2,Sym,I6,5
8,heat_2,Sym,D6,5
8,heat_2,Sym,B6,5
8,heat_2,Apo,K6,5
8,heat_2,Apo,A6,5
8,heat_2,Apo,H7,5
8,heat_2,Apo,E1,5
8,heat_2,Apo,N6,5
8,heat_2,Apo,Q7,4
8,heat_3,Sym,B9,5
8,heat_3,Sym,D9,5
8,heat_3,Sym,F9,5
8,heat_3,Sym,R9,5
8,heat_3,Sym,I9,5
8,heat_3,Sym,H18,5
8,heat_3,Sym,C11,5
8,heat_3,Sym,J15,5
8,heat_3,Sym,L10,5
8,heat_3,Apo,A9,5
8,heat_3,Apo,O5,5
8,heat_3,Apo,Q11,5
8,heat_3,Apo,E3,5
8,heat_3,Apo,H15,5
8,heat_3,Apo,N9,5
9,cold_1,Sym,H8,2
9,cold_1,Sym,J3,2
9,cold_1,Sym,M2,2
9,cold_1,Sym,F2,2
9,cold_1,Sym,L3,3
9,cold_1,Sym,C4,2
9,cold_1,Sym,D2,3
9,cold_1,Sym,B2,4
9,cold_1,Sym,R2,3
9,cold_1,Sym,I2,3
9,cold_1,Apo,K2,2
9,cold_1,Apo,A2,2
9,cold_1,Apo,H2,4
9,cold_1,Apo,P2,3
9,cold_1,Apo,N2,1
9,cold_1,Apo,E4,2
9,cold_2,Sym,J8,3
9,cold_2,Sym,I5,3
9,cold_2,Sym,F5,3
9,cold_2,Sym,M5,3
9,cold_2,Sym,R5,3
9,cold_2,Sym,B5,3
9,cold_2,Sym,C7,1
9,cold_2,Sym,H13,2
9,cold_2,Sym,D5,2
9,cold_2,Sym,L7,3
9,cold_2,Apo,K5,3
9,cold_2,Apo,A5,3
9,cold_2,Apo,E9,2
9,cold_2,Apo,N5,3
9,cold_2,Apo,H6,3
9,cold_2,Apo,Q4,3
9,cold_3,Sym,B8,3
9,cold_3,Sym,D11,2
9,cold_3,Sym,R8,2
9,cold_3,Sym,F8,2
9,cold_3,Sym,J14,3
9,cold_3,Sym,C10,2
9,cold_3,Sym,L11,3
9,cold_3,Sym,H21,4
9,cold_3,Sym,I8,3
9,cold_3,Apo,H11,2
9,cold_3,Apo,Q10,3
9,cold_3,Apo,N8,3
9,cold_3,Apo,E10,2
9,cold_3,Apo,O2,2
9,cold_3,Apo,A8,2
9,control_1,Sym,J1,5
9,control_1,Sym,R1,5
9,control_1,Sym,L2,5
9,control_1,Sym,H4,4
9,control_1,Sym,I1,5
9,control_1,Sym,F1,5
9,control_1,Sym,D1,5
9,control_1,Sym,B1,5
9,control_1,Sym,C2,4
9,control_1,Sym,M1,5
9,control_1,Apo,P1,5
9,control_1,Apo,K1,5
9,control_1,Apo,A1,5
9,control_1,Apo,N1,5
9,control_1,Apo,E2,5
9,control_1,Apo,H1,5
9,control_2,Sym,M4,5
9,control_2,Sym,D4,5
9,control_2,Sym,R4,5
9,control_2,Sym,I4,5
9,control_2,Sym,H12,4
9,control_2,Sym,F4,5
9,control_2,Sym,C6,5
9,control_2,Sym,L6,5
9,control_2,Sym,B4,5
9,control_2,Sym,J7,5
9,control_2,Apo,N4,5
9,control_2,Apo,Q1,5
9,control_2,Apo,K4,5
9,control_2,Apo,A4,5
9,control_2,Apo,H5,5
9,control_2,Apo,E7,5
